"gage_id"	"nws_id"	"agency"	"station_name"	"domain"	"nwm_v3_calibration"	"headwater_calibration"
"02082770"	"SWIN7"	"USGS"	"SWIFT CREEK AT HILLIARDSTON, NC"	"CONUS"	"true"	"true"
"02082950"	"RNGN7"	"USGS"	"LITTLE FISHING CREEK NEAR WHITE OAK, NC"	"CONUS"	"true"	"true"
"02074500"	"SDRV2"	"USGS"	"SANDY RIVER NEAR DANVILLE, VA"	"CONUS"	"true"	"true"
"RCS"		"CADWR"	""	"CONUS"	"true"	"true"
"02092500"	"TNTN7"	"USGS"	"TRENT RIVER NEAR TRENTON, NC"	"CONUS"	"true"	"true"
"0209399200"	"HPNN7"	"USGS"	"HORSEPEN CREEK AT US 220 NR GREENSBORO, NC"	"CONUS"	"true"	"true"
"02095000"	"SBCN7"	"USGS"	"SOUTH BUFFALO CR NEAR GREENSBORO, NC"	"CONUS"	"true"	"true"
"02110500"	"LNGS1"	"USGS"	"WACCAMAW RIVER NEAR LONGS, SC"	"CONUS"	"true"	"true"
"02111180"	"EKVN7"	"USGS"	"ELK CREEK AT ELKVILLE, NC"	"CONUS"	"true"	"true"
"02111500"	"REDN7"	"USGS"	"REDDIES RIVER AT NORTH WILKESBORO, NC"	"CONUS"	"true"	"true"
"02118500"	"HUNN7"	"USGS"	"HUNTING CREEK NEAR HARMONY, NC"	"CONUS"	"true"	"true"
"0212467595"	"INDN7"	"USGS"	"GOOSE CREEK AT SR1525 NR INDIAN TRAIL, NC"	"CONUS"	"true"	"true"
"02132320"	"BSHN7"	"USGS"	"BIG SHOE HEEL CREEK NR LAURINBURG, NC"	"CONUS"	"true"	"true"
"02137727"	"PLGN7"	"USGS"	"CATAWBA R NR PLEASANT GARDENS, NC"	"CONUS"	"true"	"true"
"02140991"	"JOHN7"	"USGS"	"JOHNS RIVER AT ARNEYS STORE, NC"	"CONUS"	"true"	"true"
"02142000"	"ELLN7"	"USGS"	"LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC"	"CONUS"	"true"	"true"
"02143000"	"HNRN7"	"USGS"	"HENRY FORK NEAR HENRY RIVER, NC"	"CONUS"	"true"	"true"
"02143040"	"JFON7"	"USGS"	"JACOB FORK AT RAMSEY, NC"	"CONUS"	"true"	"true"
"021459367"	"BDMS1"	"USGS"	"BIG DUTCHMAN CREEK AT ROCK HILL, SC"	"CONUS"	"true"	"true"
"0214269560"	"KILN7"	"USGS"	"KILLIAN CREEK NEAR MARIPOSA, NC"	"CONUS"	"true"	"true"
"02147500"	"RKYS1"	"USGS"	"ROCKY CREEK AT GREAT FALLS, SC"	"CONUS"	"true"	"true"
"02DC012"		"ENVCA"	""	"CONUS"	"true"	"true"
"02152100"	"CSRN7"	"USGS"	"FIRST BROAD RIVER NEAR CASAR, NC"	"CONUS"	"true"	"true"
"02149000"	"COVN7"	"USGS"	"COVE CREEK NEAR LAKE LURE, NC"	"CONUS"	"true"	"true"
"02177000"	"CYNG1"	"USGS"	"CHATTOOGA RIVER NEAR CLAYTON, GA"	"CONUS"	"true"	"true"
"02178400"	"TRTG1"	"USGS"	"TALLULAH RIVER NEAR CLAYTON, GA"	"CONUS"	"true"	"true"
"02192500"	"MTCS1"	"USGS"	"LITTLE RIVER NEAR MT. CARMEL, SC"	"CONUS"	"true"	"true"
"02193340"	"KETG1"	"USGS"	"KETTLE CREEK NEAR WASHINGTON, GA"	"CONUS"	"true"	"true"
"02196000"	"MODS1"	"USGS"	"STEVENS CREEK NEAR MODOC, SC"	"CONUS"	"true"	"true"
"02198100"	"SARG1"	"USGS"	"BEAVERDAM CREEK NEAR SARDIS, GA"	"CONUS"	"true"	"true"
"02201000"	"DAVG1"	"USGS"	"WILLIAMSON SWAMP CREEK AT DAVISBORO, GA"	"CONUS"	"true"	"true"
"02202600"	"BLIG1"	"USGS"	"BLACK CREEK NEAR BLITCHTON, GA"	"CONUS"	"true"	"true"
"02204130"	"HONG1"	"USGS"	"HONEY CREEK AT GA 212, NEAR CONYERS, GA"	"CONUS"	"true"	"true"
"02207385"	"BIGG1"	"USGS"	"BIG HAYNES CREEK AT LENORA ROAD, NR SNELLVILLE, GA"	"CONUS"	"true"	"true"
"02208150"	"ALCG1"	"USGS"	"ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA"	"CONUS"	"true"	"true"
"02215100"	"TSCG1"	"USGS"	"TUCSAWHATCHEE CREEK NEAR HAWKINSVILLE, GA"	"CONUS"	"true"	"true"
"02217475"	"ACDG1"	"USGS"	"MIDDLE OCONEE RIVER NEAR ARCADE, GA"	"CONUS"	"true"	"true"
"02219000"	"BWKG1"	"USGS"	"APALACHEE RIVER NEAR BOSTWICK, GA"	"CONUS"	"true"	"true"
"02221525"	"MTLG1"	"USGS"	"MURDER CREEK BELOW EATONTON, GA"	"CONUS"	"true"	"true"
"02CF011"		"ENVCA"	""	"CONUS"	"true"	"true"
"02212600"	"FALG1"	"USGS"	"FALLING CREEK NEAR JULIETTE, GA"	"CONUS"	"true"	"true"
"02228500"	"MNIG1"	"USGS"	"NORTH PRONG ST. MARYS RIVER AT MONIAC, GA"	"CONUS"	"true"	"true"
"02231342"	"FTCF1"	"USGS"	"FT DRUM CREEK AT SUNSHINE ST PKY NEAR FT DRUM, FL"	"CONUS"	"true"	"true"
"02AD010"		"ENVCA"	""	"CONUS"	"true"	"true"
"02236500"	"BCNF1"	"USGS"	"BIG CREEK NEAR CLERMONT, FL"	"CONUS"	"true"	"true"
"02EA018"		"ENVCA"	""	"CONUS"	"true"	"true"
"02245500"	"PNYF1"	"USGS"	"SOUTH FORK BLACK CREEK NEAR PENNEY FARMS, FL"	"CONUS"	"true"	"true"
"02247510"	"THHF1"	"USGS"	"TOMOKA RIVER NEAR HOLLY HILL, FL"	"CONUS"	"true"	"true"
"02266200"	"WTCF1"	"USGS"	"WHITTENHORSE CREEK NEAR VINELAND, FL"	"CONUS"	"true"	"true"
"02298123"	"FOGF1"	"USGS"	"PRAIRIE CREEK NEAR FORT OGDEN FL"	"CONUS"	"true"	"true"
"02298488"	"MYKF1"	"USGS"	"MYAKKA RIVER UPST FROM YOUNGS CK NR MYAKKA CITY FL"	"CONUS"	"true"	"true"
"02EB014"		"ENVCA"	""	"CONUS"	"true"	"true"
"02299950"	"MKHF1"	"USGS"	"MANATEE RIVER AT SR 64 NEAR MYAKKA HEAD, FL"	"CONUS"	"true"	"true"
"02300033"	"FRUF1"	"USGS"	"BRADEN RIV AT LAKEWOOD RANCH NR LORRAINE FL"	"CONUS"	"true"	"true"
"02BF002"		"ENVCA"	""	"CONUS"	"true"	"true"
"02300700"	"WMMF1"	"USGS"	"BULLFROG CREEK NEAR WIMAUMA FL"	"CONUS"	"true"	"true"
"02301990"	"ZPRF1"	"USGS"	"HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL"	"CONUS"	"true"	"true"
"02307359"	"TSGF1"	"USGS"	"BROOKER CREEK NEAR TARPON SPRINGS FL"	"CONUS"	"true"	"true"
"02303350"	"TCKF1"	"USGS"	"TROUT CREEK NEAR SULPHUR SPRINGS FL"	"CONUS"	"true"	"true"
"02303420"	"WRGF1"	"USGS"	"CYPRESS CREEK AT SR 54 AT WORTHINGTON GARDENS, FL"	"CONUS"	"true"	"true"
"02310525"		"USGS"	"WEEKI WACHEE RIVER NEAR BROOKSVILLE FL"	"CONUS"	"true"	"true"
"02312200"	"RERF1"	"USGS"	"LITTLE WITHLACOOCHEE RIVER AT RERDELL, FL"	"CONUS"	"true"	"true"
"02314500"	"FGOG1"	"USGS"	"SUWANNEE RIVER AT US 441, AT FARGO, GA"	"CONUS"	"true"	"true"
"02310947"	"CUMF1"	"USGS"	"WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FL"	"CONUS"	"true"	"true"
"02320700"	"GRMF1"	"USGS"	"SANTA FE RIVER NEAR GRAHAM, FLA."	"CONUS"	"true"	"true"
"02321000"	"NRBF1"	"USGS"	"NEW RIVER NR LAKE BUTLER FLA"	"CONUS"	"true"	"true"
"02326900"	"NEPF1"	"USGS"	"ST. MARKS RIVER NEAR NEWPORT, FLA."	"CONUS"	"true"	"true"
"02324000"	"STEF1"	"USGS"	"STEINHATCHEE RIVER NEAR CROSS CITY, FLA."	"CONUS"	"true"	"true"
"02324400"	"FOLF1"	"USGS"	"FENHOLLOWAY RIVER NEAR FOLEY, FLA."	"CONUS"	"true"	"true"
"02330400"	"SNWF1"	"USGS"	"NEW RIVER NEAR SUMATRA, FLA"	"CONUS"	"true"	"true"
"02331000"	"CTHG1"	"USGS"	"CHATTAHOOCHEE RIVER NEAR LEAF, GA"	"CONUS"	"true"	"true"
"02335870"	"MARG1"	"USGS"	"SOPE CREEK NEAR MARIETTA, GA"	"CONUS"	"true"	"true"
"02336120"	"NPBG1"	"USGS"	"N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA"	"CONUS"	"true"	"true"
"02336152"	"SFPG1"	"USGS"	"SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA"	"CONUS"	"true"	"true"
"02336526"	"PRCG1"	"USGS"	"PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA"	"CONUS"	"true"	"true"
"02BC006"		"ENVCA"	""	"CONUS"	"true"	"true"
"02335580"	"CMGG1"	"USGS"	"BIG CREEK AT GA 9, NEAR CUMMING, GA"	"CONUS"	"true"	"true"
"02338523"	"HILG1"	"USGS"	"HILLABAHATCHEE CREEK AT THAXTON RD, NR FRANKLIN,GA"	"CONUS"	"true"	"true"
"02336910"	"NATG1"	"USGS"	"SWEETWATER CR 0.05 MI US RR BRIDGE AT AUSTELL, GA"	"CONUS"	"true"	"true"
"02336968"	"NOSG1"	"USGS"	"NOSES CREEK AT POWDER SPRINGS RD,POWDER SPRINGS,GA"	"CONUS"	"true"	"true"
"02339495"	"LANA1"	"USGS"	"OSELIGEE CREEK NEAR LANETT AL"	"CONUS"	"true"	"true"
"02343940"	"CEDG1"	"USGS"	"SAWHATCHEE CREEK AT CEDAR SPRINGS, GA"	"CONUS"	"true"	"true"
"02359500"	"BENF1"	"USGS"	"ECONFINA CREEK NEAR BENNETT, FLA."	"CONUS"	"true"	"true"
"02361000"	"NEWA1"	"USGS"	"CHOCTAWHATCHEE RIVER NEAR NEWTON, AL."	"CONUS"	"true"	"true"
"02363000"	"ARTA1"	"USGS"	"PEA RIVER NEAR ARITON AL"	"CONUS"	"true"	"true"
"02365470"	"WRTF1"	"USGS"	"WRIGHTS CREEK AT SH 177-A NR BONIFAY,FL"	"CONUS"	"true"	"true"
"02365769"	"BREF1"	"USGS"	"BRUCE CREEK AT SH 81 NR REDBAY, FL"	"CONUS"	"true"	"true"
"02366000"	"VRNF1"	"USGS"	"HOLMES CREEK AT VERNON, FLA."	"CONUS"	"true"	"true"
"02366996"	"ALQF1"	"USGS"	"ALAQUA CREEK NEAR PLEASANT RIDGE, FL"	"CONUS"	"true"	"true"
"02370500"	"MLNF1"	"USGS"	"BIG COLDWATER CREEK NR MILTON, FLA."	"CONUS"	"true"	"true"
"02371500"	"BRNA1"	"USGS"	"CONECUH RIVER AT BRANTLEY AL"	"CONUS"	"true"	"true"
"02372250"	"PTSA1"	"USGS"	"PATSALIGA CREEK NEAR BRANTLEY AL"	"CONUS"	"true"	"true"
"02373000"	"UPBA1"	"USGS"	"SEPULGA RIVER NEAR MCKENZIE AL"	"CONUS"	"true"	"true"
"02374500"	"EVMA1"	"USGS"	"MURDER CREEK NEAR EVERGREEN AL"	"CONUS"	"true"	"true"
"02374745"	"BCNA1"	"USGS"	"BURNT CORN CREEK AT STATE HWY 41 NEAR BREWTON, AL."	"CONUS"	"true"	"true"
"02374950"	"STNA1"	"USGS"	"BIG ESCAMBIA CR AT SARDINE BR NR STANLEY CROSSROAD"	"CONUS"	"true"	"true"
"02378170"	"WLFA1"	"USGS"	"WOLF CREEK BELOW FOLEY, ALA"	"CONUS"	"true"	"true"
"02369800"	"BRDA1"	"USGS"	"BLACKWATER RIVER NEAR BRADLEY AL"	"CONUS"	"true"	"true"
"02387600"	"OTKG1"	"USGS"	"OOTHKALOOGA CREEK AT GA 53 SPUR, AT CALHOUN, GA"	"CONUS"	"true"	"true"
"02388975"	"LANG1"	"USGS"	"ETOWAH RIVER AT GA 136, NEAR LANDDRUM, GA"	"CONUS"	"true"	"true"
"02390000"	"DONG1"	"USGS"	"AMICALOLA CREEK NEAR DAWSONVILLE, GA."	"CONUS"	"true"	"true"
"02390140"	"FREG1"	"USGS"	"SETTINGDOWN CREEK NEAR BALL GROUND, GA"	"CONUS"	"true"	"true"
"02BB003"		"ENVCA"	""	"CONUS"	"true"	"true"
"02395120"	"KTRG1"	"USGS"	"TWO RUN CREEK NEAR KINGSTON, GA"	"CONUS"	"true"	"true"
"02400680"	"BGWA1"	"USGS"	"BIG WILLS CREEK AT STATE HWY 35 NR FORT PAYNE, AL"	"CONUS"	"true"	"true"
"02415000"	"HILA1"	"USGS"	"HILLABEE CREEK NEAR HACKNEYVILLE AL"	"CONUS"	"true"	"true"
"02418760"	"CHWA1"	"USGS"	"CHEWACLA CREEK AT CHEWACLA STATE PARK NR AUBURN"	"CONUS"	"true"	"true"
"02421000"	"CATA1"	"USGS"	"CATOMA CREEK NEAR MONTGOMERY AL"	"CONUS"	"false"	"true"
"02422500"	"JONA1"	"USGS"	"MULBERRY CREEK AT JONES AL"	"CONUS"	"true"	"true"
"02423130"	"TRSA1"	"USGS"	"CAHABA RIVER AT TRUSSVILLE, AL."	"CONUS"	"true"	"true"
"02FE008"		"ENVCA"	""	"CONUS"	"true"	"true"
"02408540"	"ROCA1"	"USGS"	"HATCHET CREEK BELOW ROCKFORD AL"	"CONUS"	"true"	"true"
"02427250"	"SNOA1"	"USGS"	"PINE BARREN CREEK NEAR SNOW HILL, AL."	"CONUS"	"true"	"true"
"02430085"	"MORM6"	"USGS"	"RED BUD CREEK NR MOORES MILL, MS"	"CONUS"	"true"	"true"
"02430880"	"CUMM6"	"USGS"	"CUMMINGS CREEK NR FULTON, MS"	"CONUS"	"true"	"true"
"02448900"	"BDKA1"	"USGS"	"BODKA CREEK NEAR GEIGER, AL."	"CONUS"	"true"	"true"
"02450250"	"GRAA1"	"USGS"	"SIPSEY FORK NEAR GRAYSON AL"	"CONUS"	"true"	"true"
"02450825"	"POPA1"	"USGS"	"CLEAR C AT NEW HOPE CHURCH NR POPLAR SPRINGS, AL."	"CONUS"	"true"	"true"
"02453000"	"MCHA1"	"USGS"	"BLACKWATER CREEK NEAR MANCHESTER AL"	"CONUS"	"true"	"true"
"02457595"	"REPA1"	"USGS"	"FIVEMILE CREEK NEAR REPUBLIC, AL"	"CONUS"	"true"	"true"
"02438000"	"HMTA1"	"USGS"	"BUTTAHATCHEE RIVER BELOW HAMILTON AL"	"CONUS"	"true"	"true"
"02464000"	"SAMA1"	"USGS"	"NORTH RIVER NEAR SAMANTHA AL"	"CONUS"	"true"	"true"
"02465493"	"ELLA1"	"USGS"	"ELLIOTTS CREEK AT MOUNDVILLE AL"	"CONUS"	"true"	"true"
"02467500"	"LVNA1"	"USGS"	"SUCARNOOCHEE RIVER AT LIVINGSTON AL"	"CONUS"	"true"	"true"
"02469800"	"SATA1"	"USGS"	"SATILPA CREEK NEAR COFFEEVILLE AL"	"CONUS"	"true"	"true"
"02AB021"		"ENVCA"	""	"CONUS"	"true"	"true"
"02479155"	"JNCM6"	"USGS"	"CYPRESS CREEK NR JANICE, MS"	"CONUS"	"true"	"true"
"02479300"	"VESM6"	"USGS"	"RED CREEK AT VESTRY, MS"	"CONUS"	"true"	"true"
"02479560"		"USGS"	"ESCATAWPA RIVER NEAR AGRICOLA MS"	"CONUS"	"true"	"true"
"02479945"	"WILA1"	"USGS"	"BIG CREEK AT COUNTY RD 63 NEAR WILMER, AL."	"CONUS"	"true"	"true"
"02472000"	"CLSM6"	"USGS"	"LEAF RIVER NR COLLINS, MS"	"CONUS"	"true"	"true"
"02472500"	"HBGM6"	"USGS"	"BOUIE CREEK NR HATTIESBURG, MS"	"CONUS"	"true"	"true"
"02472850"	"OKCM6"	"USGS"	"OKATOMA CREEK AT SANFORD, MS"	"CONUS"	"true"	"true"
"02481880"	"PLAM6"	"USGS"	"PEARL RIVER AT BURNSIDE, MS"	"CONUS"	"true"	"true"
"02BA003"		"ENVCA"	""	"CONUS"	"true"	"true"
"02481000"	"BLWM6"	"USGS"	"BILOXI RIVER AT WORTHAM, MS"	"CONUS"	"true"	"true"
"02481510"	"LNDM6"	"USGS"	"WOLF RIVER NR LANDON, MS"	"CONUS"	"true"	"true"
"03010655"	"SHNP1"	"USGS"	"Oswayo Creek at Shinglehouse, PA"	"CONUS"	"true"	"true"
"03010820"	"OLNN6"	"USGS"	"ALLEGHENY RIVER AT OLEAN NY"	"CONUS"	"true"	"true"
"03011800"	"GUFP1"	"USGS"	"Kinzua Creek near Guffey, PA"	"CONUS"	"true"	"true"
"03015500"	"YVLP1"	"USGS"	"Brokenstraw Creek at Youngsville, PA"	"CONUS"	"true"	"true"
"03028000"	"WCXP1"	"USGS"	"West Branch Clarion River at Wilcox, PA"	"CONUS"	"true"	"true"
"03029000"	"RDYP1"	"USGS"	"Clarion River at Ridgway, PA"	"CONUS"	"true"	"true"
"03032500"	"SNCP1"	"USGS"	"Redbank Creek at St. Charles, PA"	"CONUS"	"true"	"true"
"02ED003"		"ENVCA"	""	"CONUS"	"true"	"true"
"03021350"	"WTTP1"	"USGS"	"French Creek near Wattsburg, PA"	"CONUS"	"true"	"true"
"03042000"	"JOSP1"	"USGS"	"Blacklick Creek at Josephine, PA"	"CONUS"	"true"	"true"
"03045000"	"KINP1"	"USGS"	"Loyalhanna Creek at Kingston, PA"	"CONUS"	"true"	"true"
"03050000"	"DLYW2"	"USGS"	"TYGART VALLEY RIVER NEAR DAILEY, WV"	"CONUS"	"true"	"true"
"03052500"	"SNFW2"	"USGS"	"SAND RUN NEAR BUCKHANNON, WV"	"CONUS"	"true"	"true"
"03065000"	"HENW2"	"USGS"	"DRY FORK AT HENDRICKS, WV"	"CONUS"	"true"	"true"
"03068800"	"BOWW2"	"USGS"	"SHAVERS FORK BELOW BOWDEN, WV"	"CONUS"	"true"	"true"
"02AC001"		"ENVCA"	""	"CONUS"	"true"	"true"
"03052000"	"ADRW2"	"USGS"	"MIDDLE FORK RIVER AT AUDRA, WV"	"CONUS"	"true"	"true"
"03075905"	"CCMM2"	"USGS"	"CHERRY CREEK AT STATE PARK ROAD NEAR MCHENRY, MD"	"CONUS"	"true"	"true"
"03076600"	"BRCM2"	"USGS"	"BEAR CREEK AT FRIENDSVILLE, MD"	"CONUS"	"true"	"true"
"03078000"	"GNTM2"	"USGS"	"CASSELMAN RIVER AT GRANTSVILLE, MD"	"CONUS"	"true"	"true"
"02FA004"		"ENVCA"	""	"CONUS"	"true"	"true"
"03070500"	"ROCW2"	"USGS"	"BIG SANDY CREEK AT ROCKVILLE, WV"	"CONUS"	"true"	"true"
"03072000"	"SNPP1"	"USGS"	"Dunkard Creek at Shannopin, PA"	"CONUS"	"true"	"true"
"03093000"	"PHAO1"	"USGS"	"Eagle Creek at Phalanx Station OH"	"CONUS"	"true"	"true"
"02FF007"		"ENVCA"	""	"CONUS"	"true"	"true"
"03110830"	"WIRW2"	"USGS"	"KINGS CREEK AT WEIRTON, WV"	"CONUS"	"true"	"true"
"03114500"	"LTLW2"	"USGS"	"MIDDLE ISLAND CREEK AT LITTLE, WV"	"CONUS"	"true"	"true"
"03140000"		"USGS"	"Mill Creek near Coshocton OH"	"CONUS"	"true"	"true"
"03141870"	"LWCO1"	"USGS"	"Leatherwood Creek near Kipling OH"	"CONUS"	"true"	"true"
"03144000"	"FRAO1"	"USGS"	"Wakatomika Creek near Frazeysburg OH"	"CONUS"	"true"	"true"
"03145483"	"GRNO1"	"USGS"	"Raccoon Creek near Granville OH"	"CONUS"	"true"	"true"
"02FB007"		"ENVCA"	""	"CONUS"	"true"	"true"
"03151400"	"WLDW2"	"USGS"	"LITTLE KANAWHA RIVER NR WILDCAT, WV"	"CONUS"	"true"	"true"
"03154000"	"RCKW2"	"USGS"	"WEST FORK LITTLE KANAWHA RIVER AT ROCKSDALE, WV"	"CONUS"	"true"	"true"
"03161000"	"JFRN7"	"USGS"	"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC"	"CONUS"	"true"	"true"
"03164000"	"GAXV2"	"USGS"	"NEW RIVER NEAR GALAX, VA"	"CONUS"	"true"	"true"
"03165000"	"CCKV2"	"USGS"	"CHESTNUT CREEK AT GALAX, VA"	"CONUS"	"true"	"true"
"03149500"	"CLLO1"	"USGS"	"Salt Creek near Chandlersville OH"	"CONUS"	"true"	"true"
"03173000"	"BANV2"	"USGS"	"WALKER CREEK AT BANE, VA"	"CONUS"	"true"	"true"
"03175500"	"WOLV2"	"USGS"	"WOLF CREEK NEAR NARROWS, VA"	"CONUS"	"true"	"true"
"03177710"	"BRVV2"	"USGS"	"BLUESTONE RIVER AT FALLS MILLS, VA"	"CONUS"	"true"	"true"
"03180500"	"DRBW2"	"USGS"	"GREENBRIER RIVER AT DURBIN, WV"	"CONUS"	"true"	"true"
"03183500"	"ALDW2"	"USGS"	"GREENBRIER RIVER AT ALDERSON, WV"	"CONUS"	"true"	"true"
"03186500"	"DYRW2"	"USGS"	"WILLIAMS RIVER AT DYER, WV"	"CONUS"	"true"	"true"
"03187500"	"RCWW2"	"USGS"	"CRANBERRY RIVER NEAR RICHWOOD, WV"	"CONUS"	"true"	"true"
"03198350"	"WCFW2"	"USGS"	"CLEAR FORK AT WHITESVILLE, WV"	"CONUS"	"true"	"true"
"03210000"	"MTGK2"	"USGS"	"JOHNS CREEK NEAR META, KY"	"CONUS"	"true"	"true"
"03212750"	"WLCW2"	"USGS"	"TUG FORK DOWNSTREAM OF ELKHORN CREEK AT WELCH, WV"	"CONUS"	"true"	"true"
"03212980"	"BRSW2"	"USGS"	"DRY FORK AT BEARTOWN, WV"	"CONUS"	"true"	"true"
"03213500"	"PANW2"	"USGS"	"PANTHER CREEK NEAR PANTHER, WV"	"CONUS"	"true"	"true"
"03217500"	"LARO1"	"USGS"	"Scioto River at La Rue OH"	"CONUS"	"false"	"true"
"03228750"	"KLBO1"	"USGS"	"Alum Creek near Kilbourne OH"	"CONUS"	"true"	"true"
"03230310"	"WEJO1"	"USGS"	"Little Darby Creek at West Jefferson OH"	"CONUS"	"true"	"true"
"03230500"	"DBVO1"	"USGS"	"Big Darby Creek at Darbyville OH"	"CONUS"	"true"	"true"
"03237280"		"USGS"	"Upper Twin Creek at McGaw OH"	"CONUS"	"true"	"true"
"03237500"	"WUNO1"	"USGS"	"Ohio Brush Creek near West Union OH"	"CONUS"	"true"	"true"
"03241500"	"WLFO1"	"USGS"	"Massies Creek at Wilberforce OH"	"CONUS"	"true"	"true"
"03248300"	"SAYK2"	"USGS"	"LICKING RIVER BELOW MASON FORK NR SALYERSVILLE, KY"	"CONUS"	"true"	"true"
"03252300"	"CREK2"	"USGS"	"HINKSTON CREEK NEAR CARLISLE, KY"	"CONUS"	"true"	"true"
"03254550"	"EDGK2"	"USGS"	"BANKLICK CREEK @ HIGHWAY 1829 NR ERLANGER, KY"	"CONUS"	"true"	"true"
"03251200"	"MTOK2"	"USGS"	"NORTH FORK LICKING RIVER NEAR MT OLIVET, KY"	"CONUS"	"true"	"true"
"03271300"	"KETO1"	"USGS"	"Holes Creek near Kettering OH"	"CONUS"	"true"	"true"
"03272700"	"CMDO1"	"USGS"	"Sevenmile Creek at Camden OH"	"CONUS"	"true"	"true"
"03275000"	"ALPI3"	"USGS"	"WHITEWATER RIVER NEAR ALPINE, IN"	"CONUS"	"true"	"true"
"03277075"	"GPCK2"	"USGS"	"GUNPOWDER CR AT CAMP ERNST RD NR UNION, KY"	"CONUS"	"true"	"true"
"03277130"	"BVLK2"	"USGS"	"MUD LICK CR AT HWY 42 NR BEAVERLICK, KY"	"CONUS"	"true"	"true"
"03277300"	"WHTK2"	"USGS"	"NORTH FORK KENTUCKY RIVER AT WHITESBURG, KY"	"CONUS"	"true"	"true"
"03281100"	"MCHK2"	"USGS"	"GOOSE CREEK AT MANCHESTER, KY"	"CONUS"	"true"	"true"
"03281500"	"BOOK2"	"USGS"	"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY"	"CONUS"	"true"	"true"
"03282040"	"CRMK2"	"USGS"	"STURGEON CREEK AT CRESSMONT, KY"	"CONUS"	"true"	"true"
"03282500"	"HGRK2"	"USGS"	"RED RIVER NEAR HAZEL GREEN, KY"	"CONUS"	"true"	"true"
"03285000"	"DNVK2"	"USGS"	"DIX RIVER NEAR DANVILLE, KY"	"CONUS"	"true"	"true"
"03280700"	"WTNK2"	"USGS"	"CUTSHIN CREEK AT WOOTON, KY"	"CONUS"	"true"	"true"
"03291500"	"GNCK2"	"USGS"	"EAGLE CREEK AT GLENCOE, KY"	"CONUS"	"true"	"true"
"03291780"	"CANI3"	"USGS"	"INDIAN-KENTUCK CREEK NEAR CANAAN, IN"	"CONUS"	"true"	"true"
"03300400"	"MUDK2"	"USGS"	"BEECH FORK AT MAUD, KY"	"CONUS"	"true"	"true"
"03302680"	"SEMI3"	"USGS"	"WEST FORK BLUE RIVER AT SALEM, IN"	"CONUS"	"true"	"true"
"03307000"	"CLBK2"	"USGS"	"RUSSELL CREEK NEAR COLUMBIA, KY"	"CONUS"	"true"	"true"
"03314000"	"ALVK2"	"USGS"	"DRAKES CREEK NEAR ALVATON, KY"	"CONUS"	"true"	"true"
"03318800"	"HSBK2"	"USGS"	"CANEY CREEK NEAR HORSE BRANCH, KY"	"CONUS"	"true"	"true"
"03328000"	"NMCI3"	"USGS"	"EEL RIVER AT NORTH MANCHESTER, IN"	"CONUS"	"true"	"true"
"03340800"	"FINI3"	"USGS"	"BIG RACCOON CREEK NEAR FINCASTLE, IN"	"CONUS"	"true"	"true"
"03357330"	"RCHI3"	"USGS"	"BIG WALNUT CREEK NEAR ROACHDALE, IN"	"CONUS"	"true"	"true"
"03361650"	"NPLI3"	"USGS"	"SUGAR CREEK AT NEW PALESTINE, IN"	"CONUS"	"true"	"true"
"03368000"	"NEBI3"	"USGS"	"BRUSH CREEK NEAR NEBRASKA, IN"	"CONUS"	"true"	"true"
"03373508"	"BCSI3"	"USGS"	"BEAVER CREEK NEAR SHOALS, IN"	"CONUS"	"true"	"true"
"03378635"	"EFFI2"	"USGS"	"LITTLE WABASH RIVER NEAR EFFINGHAM, IL"	"CONUS"	"true"	"true"
"03379500"	"CLAI2"	"USGS"	"LITTLE WABASH RIVER BELOW CLAY CITY, IL"	"CONUS"	"true"	"true"
"03366500"	"DEPI3"	"USGS"	"MUSCATATUCK RIVER NEAR DEPUTY, IN"	"CONUS"	"true"	"true"
"03431800"	"ACST1"	"USGS"	"SYCAMORE CREEK NEAR ASHLAND CITY, TN"	"CONUS"	"true"	"true"
"03432350"	"FRAT1"	"USGS"	"HARPETH RIVER AT FRANKLIN, TN"	"CONUS"	"true"	"true"
"03433500"	"BELT1"	"USGS"	"HARPETH RIVER AT BELLEVUE, TN"	"CONUS"	"true"	"true"
"02FD001"		"ENVCA"	""	"CONUS"	"true"	"true"
"03431599"	"BORT1"	"USGS"	"WHITES CREEK NEAR BORDEAUX, TN"	"CONUS"	"true"	"true"
"03441000"	"DAVN7"	"USGS"	"DAVIDSON RIVER NEAR BREVARD, NC"	"CONUS"	"true"	"true"
"0344894205"	"NFSN7"	"USGS"	"NORTH FORK SWANNANOA RIVER NEAR WALKERTOWN, NC"	"CONUS"	"true"	"true"
"03456500"		"USGS"	"EAST FORK PIGEON RIVER NEAR CANTON, NC"	"CONUS"	"true"	"true"
