ID,link_id,rfc,longitd,latitud,snowy,dailyGg,bsnTypN,basnTyp
01632000,8441037,MARFC,-78.8567886352539,38.6352577209473,1,0,regular,3
01595000,14365432,MARFC,-79.3031387329102,39.2995452880859,1,0,regular,3
0137449480,6227048,NERFC,-73.5542907714844,41.4369087219238,1,0,regular,3
01518862,8111873,MARFC,-77.5281372070312,41.9240913391113,1,0,regular,3
02027500,8549853,MARFC,-79.0238800048828,37.703670501709,1,0,regular,3
01599000,14364970,MARFC,-79.0438766479492,39.4911460876465,1,0,regular,3
01643700,4508450,MARFC,-77.8040771484375,38.9884338378906,1,0,regular,3
01547950,8139224,MARFC,-77.6991806030273,41.1097030639648,1,0,regular,3
01638480,4505612,MARFC,-77.5724792480469,39.2580833435059,1,0,regular,3
01645000,4506374,MARFC,-77.3321380615234,39.115234375,1,0,regular,3
01613095,5893280,MARFC,-78.1482620239258,39.7088584899902,1,0,regular,3
01649500,22337975,MARFC,-76.9329299926758,38.9504127502441,1,0,regular,3
01673800,8489364,MARFC,-77.5925216674805,38.1692962646484,1,0,regular,3
01634500,8440459,MARFC,-78.3364944458008,39.0843315124512,1,0,regular,3
01440400,4153166,MARFC,-75.2214813232422,41.0918273925781,1,0,regular,3
01491000,9407484,MARFC,-75.7853240966797,38.998161315918,0,0,regular,3
02028500,8547459,MARFC,-78.8212585449219,37.8679351806641,1,0,regular,3
01550000,8152817,MARFC,-77.0336761474609,41.4181823730469,1,0,regular,3
01605500,8423458,MARFC,-79.3267364501953,38.6407585144043,1,0,regular,3
02027000,8547581,MARFC,-78.9748992919922,37.7255706787109,1,0,regular,3
01601000,14362658,MARFC,-78.716926574707,39.8122062683105,1,0,regular,3
01558000,4682638,MARFC,-78.1487655639648,40.6162796020508,1,0,regular,3
01440000,4151302,MARFC,-74.95703125,41.1045455932617,1,0,regular,3
01639500,8449082,MARFC,-77.2347412109375,39.611255645752,1,0,regular,3
01539000,2603023,MARFC,-76.4312286376953,41.0785980224609,1,0,regular,3
01580000,4726301,MARFC,-76.3981475830078,39.6296463012695,1,0,regular,3
01610155,8431622,MARFC,-78.3400497436523,39.6524429321289,1,0,regular,3
01367500,6206824,NERFC,-74.0672454833984,41.8477210998535,1,0,regular,3
01372500,6212050,NERFC,-73.8717346191406,41.6570587158203,1,0,regular,3
01409810,9454449,MARFC,-74.5508728027344,39.6922569274902,0,0,regular,3
01447720,4185779,MARFC,-75.6058959960938,41.0869483947754,1,0,regular,3
01439500,4153168,MARFC,-75.0337219238281,41.0874862670898,1,0,regular,3
01473000,4782107,MARFC,-75.4523696899414,40.2274284362793,1,0,regular,3
01391500,6250666,MARFC,-74.0889892578125,40.8747177124023,1,0,regular,3
01609000,8431428,MARFC,-78.5534744262695,39.5549392700195,1,0,regular,3
01510000,9420683,MARFC,-75.8990478515625,42.5484580993652,1,0,regular,3
01400000,9513840,MARFC,-74.6777114868164,40.5651054382324,1,0,regular,3
01669520,8457352,MARFC,-76.6958389282227,37.6306304931641,0,0,regular,3
01505000,9420985,MARFC,-75.5106048583984,42.6814155578613,1,0,regular,3
01397000,9513836,MARFC,-74.8750457763672,40.5795249938965,1,0,regular,3
01532000,4199144,MARFC,-76.4862213134766,41.7081604003906,1,0,regular,3
02013000,8525587,MARFC,-80.0420989990234,37.8111190795898,1,0,regular,3
01534000,4196160,MARFC,-75.9031524658203,41.5515441894531,1,0,regular,3
01644000,4507266,MARFC,-77.5834197998047,39.0187377929688,1,0,regular,3
01556000,4684242,MARFC,-78.2079620361328,40.4714508056641,1,0,regular,3
01387500,6246322,MARFC,-74.1604461669922,41.0999870300293,1,0,regular,3
01564500,4699877,MARFC,-77.9219284057617,40.210018157959,1,0,regular,3
01543000,8127529,MARFC,-78.1903915405273,41.4225120544434,1,0,regular,3
02030500,8547583,MARFC,-78.3600387573242,37.7109565734863,1,0,regular,3
01321000,22297114,NERFC,-74.2784805297852,43.3523979187012,1,0,snowy,0
01616500,5894384,MARFC,-77.9368362426758,39.4158325195312,1,0,regular,3
01481000,4652052,MARFC,-75.5965805053711,39.8645286560059,1,0,regular,3
01571500,4709484,MARFC,-76.8852996826172,40.2142486572266,1,0,regular,3
01613525,5892862,MARFC,-78.0416717529297,39.675609588623,1,0,regular,3
01664000,8465429,MARFC,-77.8150939941406,38.5304336547852,1,0,regular,3
01470500,4779167,MARFC,-75.9887847900391,40.5272369384766,1,0,regular,3
02017500,8525659,MARFC,-80.107307434082,37.5066337585449,1,0,regular,3
01343060,22741265,NERFC,-74.9588165283203,43.3676109313965,1,0,regular,3
01423000,2613578,MARFC,-75.1410675048828,42.158878326416,1,0,regular,3
01465500,4480911,MARFC,-74.956787109375,40.1756706237793,1,0,regular,3
01573000,4708726,MARFC,-76.5767517089844,40.4030723571777,1,0,regular,3
01502500,8086663,MARFC,-75.4025344848633,42.3752403259277,1,0,regular,3
01606000,8423282,MARFC,-79.24755859375,38.9848861694336,1,0,regular,3
01568000,4710668,MARFC,-77.1637420654297,40.3297233581543,1,0,regular,3
02014000,8525619,MARFC,-80.0414276123047,37.7282028198242,1,0,regular,3
01544500,8134650,MARFC,-77.8289566040039,41.4701538085938,1,0,regular,3
01552000,8152257,MARFC,-76.9190902709961,41.3381576538086,1,0,regular,3
01555000,4520418,MARFC,-77.0537796020508,40.8701629638672,1,0,regular,3
01566000,4697481,MARFC,-77.4254379272461,40.5093040466309,1,0,regular,3
01611500,8431736,MARFC,-78.3147277832031,39.582691192627,1,0,regular,3
01548500,8144622,MARFC,-77.4485015869141,41.5240631103516,1,0,regular,3
01115630,6129235,NERFC,-71.6290588378906,41.6256561279297,1,0,regular,3
01116905,6129219,NERFC,-71.4707946777344,41.6338958740234,1,0,regular,3
01117468,6140842,NERFC,-71.6244583129883,41.4764938354492,1,0,regular,3
01047200,3323262,NERFC,-70.4808731079102,44.8622131347656,1,0,regular,3
01135300,4572307,NERFC,-72.0346908569336,44.4268684387207,1,0,regular,3
01069700,5844484,NERFC,-70.5723495483398,43.3705596923828,1,0,regular,3
01105933,5878911,NERFC,-70.9866409301758,41.6236534118652,1,0,regular,3
01123000,6162981,NERFC,-72.0505905151367,41.6811256408691,1,0,regular,3
01073000,5845058,NERFC,-70.9618148803711,43.1523246765137,1,0,regular,3
01198000,7709954,NERFC,-73.3788070678711,42.1790428161621,1,0,regular,3
01150900,6089027,NERFC,-72.763557434082,43.6313629150391,1,0,regular,3
01117800,6139996,NERFC,-71.7211227416992,41.5733833312988,1,0,regular,3
01117370,6140308,NERFC,-71.564582824707,41.5413818359375,1,0,regular,3
01121000,6162583,NERFC,-72.1656265258789,41.8125305175781,1,0,regular,3
01057000,6711893,NERFC,-70.5391540527344,44.2995834350586,1,0,regular,3
01077400,6730525,NERFC,-71.8230056762695,43.6977081298828,1,0,regular,3
01174565,7690043,NERFC,-72.3823547363281,42.4576835632324,1,0,regular,3
01134500,4570675,NERFC,-71.8391418457031,44.510311126709,1,0,regular,3
01067950,5845376,NERFC,-70.5698547363281,43.449047088623,1,0,regular,3
01055000,6709987,NERFC,-70.5914840698242,44.6455154418945,1,0,regular,3
01052500,19334265,NERFC,-71.0617446899414,44.8789443969727,1,0,regular,3
01187300,6105951,NERFC,-72.9379730224609,42.0344619750977,1,0,regular,3
01203805,7713138,NERFC,-73.2158889770508,41.5638275146484,1,0,regular,3
01031510,1722933,NERFC,-69.2486724853516,45.1527519226074,1,0,regular,3
01037380,2685414,NERFC,-69.0574569702148,44.3267822265625,1,0,regular,3
01048220,3320218,NERFC,-69.6295013427734,44.9700965881348,1,0,regular,3
01142500,6083547,NERFC,-72.6630325317383,43.9358596801758,1,0,regular,3
01115187,6128661,NERFC,-71.7051391601562,41.8189544677734,1,0,regular,3
01100600,6745188,NERFC,-71.2223968505859,42.5577812194824,1,0,regular,3
01162500,9343363,NERFC,-72.117546081543,42.6887245178223,1,0,regular,3
01021480,2676222,NERFC,-67.7342910766602,44.933536529541,1,0,regular,3
01054300,6710239,NERFC,-70.7322387695312,44.5934524536133,1,0,regular,3
01194000,7702612,NERFC,-72.3347778320312,41.4360885620117,1,0,regular,3
01101000,5860613,NERFC,-70.9518127441406,42.7557983398438,1,0,regular,3
01193500,7700458,NERFC,-72.449836730957,41.5522727966309,1,0,regular,3
01194500,7702618,NERFC,-72.3281097412109,41.4275093078613,1,0,regular,3
012035055,7717056,NERFC,-73.2765579223633,41.4076385498047,1,0,regular,3
01139000,4573927,NERFC,-72.0593338012695,44.1492614746094,1,0,regular,3
01171500,6781041,NERFC,-72.667121887207,42.3214569091797,1,0,regular,3
01170100,10294622,NERFC,-72.6708145141602,42.7067108154297,1,0,regular,3
01137500,4594599,NERFC,-71.6176452636719,44.2652435302734,1,0,regular,3
01082000,6764084,NERFC,-71.952018737793,42.8658676147461,1,0,regular,3
04296000,4599789,NERFC,-72.2719573974609,44.8666381835938,1,0,regular,3
01054200,6716129,NERFC,-70.9802093505859,44.3915367126465,1,0,regular,3
01044550,1032315,NERFC,-70.2334213256836,45.3084030151367,1,0,regular,3
01130000,4593015,NERFC,-71.4803619384766,44.6180877685547,1,0,regular,3
01074520,6728911,NERFC,-71.6551818847656,44.0493659973145,1,0,regular,3
01154000,10102844,NERFC,-72.4860000610352,43.1368026733398,1,0,regular,3
01169000,10294784,NERFC,-72.7160110473633,42.6447257995605,1,0,regular,3
010965852,6744642,NERFC,-71.357177734375,42.7848434448242,1,0,regular,3
01064801,9315863,NERFC,-71.2959213256836,43.8302955627441,1,0,regular,3
01118000,6140122,NERFC,-71.7155609130859,41.4998588562012,1,0,regular,3
01091000,6741162,NERFC,-71.6478500366211,43.0077590942383,1,0,regular,3
01201487,7716694,NERFC,-73.4059066772461,41.4763526916504,1,0,regular,3
01029200,1711010,NERFC,-68.6306304931641,46.1364860534668,1,0,regular,3
01046000,3318560,NERFC,-69.8802947998047,45.0667915344238,1,0,regular,3
01135500,4572379,NERFC,-72.0356826782227,44.367000579834,1,0,regular,3
01038000,5202858,NERFC,-69.5957260131836,44.217529296875,1,0,regular,3
01095220,6078267,NERFC,-71.7910003662109,42.410472869873,1,0,regular,3
01089100,6740400,NERFC,-71.4789199829102,43.217399597168,1,0,regular,3
01093852,6744326,NERFC,-71.7150573730469,42.8428115844727,1,0,regular,3
01027200,1702734,NERFC,-69.9944458007812,45.9355049133301,1,0,regular,3
01181000,6096297,NERFC,-72.8909301757812,42.2360916137695,1,0,regular,3
01096000,6076039,NERFC,-71.6598587036133,42.6348152160645,1,0,regular,3
01127500,6168318,NERFC,-72.1215057373047,41.5585708618164,1,0,regular,3
01078000,6731199,NERFC,-71.7482528686523,43.567512512207,1,0,regular,3
01200000,7712756,NERFC,-73.5270690917969,41.6607437133789,1,0,regular,3
01031300,1721977,NERFC,-69.5806427001953,45.2614326477051,1,0,regular,3
01105000,5867537,NERFC,-71.189811706543,42.1775665283203,1,0,regular,3
01208990,7731677,NERFC,-73.3923950195312,41.2892837524414,1,0,regular,3
01086000,6761776,NERFC,-71.7284469604492,43.2498245239258,1,0,regular,3
01197500,7710210,NERFC,-73.3559951782227,42.2339286804199,1,0,regular,3
01047000,3321976,NERFC,-69.9631576538086,44.874397277832,1,0,regular,3
01097000,6772217,NERFC,-71.4562606811523,42.4323425292969,1,0,regular,3
01108000,6126439,NERFC,-70.9731750488281,41.9395904541016,1,0,regular,3
01075000,6731257,NERFC,-71.6795349121094,43.9751319885254,1,0,regular,3
01064500,9316375,NERFC,-71.0990219116211,43.9884223937988,1,0,regular,3
01048000,3322258,NERFC,-69.9360656738281,44.7079048156738,1,0,regular,3
01031500,1722317,NERFC,-69.3307800292969,45.1726150512695,1,0,regular,3
01073500,5845142,NERFC,-70.9721527099609,43.1126174926758,1,0,regular,3
01010000,4289887,NERFC,-69.7085342407227,46.6985054016113,1,0,regular,3
01015800,805443,NERFC,-68.3697738647461,46.5217895507812,1,0,regular,3
01144000,6084505,NERFC,-72.416748046875,43.7053604125977,1,0,regular,3
01152500,9329460,NERFC,-72.3623123168945,43.387134552002,1,0,regular,3
01029500,1713454,NERFC,-68.5892486572266,45.7334289550781,1,0,regular,3
01013500,724696,NERFC,-68.5777053833008,47.2334671020508,1,0,slow,1
01011000,721640,NERFC,-69.0686340332031,47.0735549926758,1,0,regular,3
01030500,3923,NERFC,-68.2997589111328,45.5058059692383,1,0,regular,3
14138870,23736433,NWRFC,-122.013229370117,45.4714317321777,1,0,regular,3
12210900,23955904,NWRFC,-122.337226867676,48.8319435119629,1,0,regular,3
12137290,23963741,NWRFC,-121.634506225586,47.9525108337402,1,0,regular,3
12413125,23002228,NWRFC,-115.897315979004,47.4835510253906,1,0,snowy,0
12413130,23002252,NWRFC,-115.914619445801,47.4869117736816,1,0,snowy,0
14138800,23736071,NWRFC,-121.894996643066,45.4555549621582,1,0,regular,3
14138900,23736093,NWRFC,-122.033996582031,45.4983329772949,1,0,regular,3
14158790,23773393,NWRFC,-122.048904418945,44.337345123291,1,0,regular,3
13016305,24433101,NWRFC,-110.817665100098,43.6166877746582,1,0,snowy,0
12115500,24537972,NWRFC,-121.67707824707,47.3573951721191,1,0,regular,3
12120600,24538096,NWRFC,-122.00431060791,47.4575042724609,0,0,regular,3
14139800,23736041,NWRFC,-122.096939086914,45.4426078796387,1,0,regular,3
14161500,23773411,NWRFC,-122.24479675293,44.2190704345703,1,0,regular,3
12108500,23977660,NWRFC,-122.054550170898,47.2691268920898,0,0,regular,3
14211400,23815070,NWRFC,-122.43627166748,45.4951286315918,0,0,regular,3
12178100,24255169,NWRFC,-121.241386413574,48.6571044921875,1,0,regular,3
12117000,24537924,NWRFC,-121.848136901855,47.3871421813965,1,0,regular,3
13306385,23503302,NWRFC,-114.134185791016,45.2035484313965,1,0,snowy,0
14180300,23780557,NWRFC,-122.128173828125,44.6500053405762,1,0,regular,3
14036860,23822685,NWRFC,-118.576057434082,44.3576126098633,1,0,snowy,0
12323710,24293950,NWRFC,-112.893356323242,46.064567565918,1,0,snowy,0
14211500,23815066,NWRFC,-122.513275146484,45.4773941040039,0,0,regular,3
14219000,24241873,NWRFC,-122.337905883789,45.9430389404297,1,0,regular,3
14092750,23719653,NWRFC,-121.623207092285,44.7544670104981,1,0,regular,3
14150800,23752608,NWRFC,-122.682556152344,43.9117012023926,1,0,regular,3
14166500,23763161,NWRFC,-123.420364379883,44.043384552002,0,0,regular,3
14362250,23935979,NWRFC,-123.066497802734,42.1541061401367,1,0,snowy,0
12374250,24357005,NWRFC,-114.723983764648,47.8238868713379,1,0,snowy,0
12114500,24538014,NWRFC,-121.549186706543,47.3419799804688,1,0,regular,3
14316495,23894558,NWRFC,-122.53084564209,43.3103981018066,1,0,regular,3
12447390,24384943,NWRFC,-120.150108337402,48.8313255310059,1,0,snowy,0
12413370,23002082,NWRFC,-116.222290039062,47.475715637207,1,0,snowy,0
12024000,23850681,NWRFC,-122.661918640137,46.5852928161621,0,0,regular,3
12377150,24356265,NWRFC,-113.978515625,47.3232650756836,1,0,snowy,0
13162225,23284453,NWRFC,-115.426803588867,41.8962898254395,1,0,snowy,0
13346800,23460013,NWRFC,-117.021102905273,46.7323188781738,1,0,regular,3
12158040,23990053,NWRFC,-122.287124633789,48.0701179504395,0,0,regular,3
14113200,24504496,NWRFC,-121.381248474121,45.662467956543,1,0,snowy,0
14299800,23872135,NWRFC,-123.262878417969,45.8264389038086,0,0,regular,3
13334450,24227993,NWRFC,-117.28995513916,46.2768402099609,1,0,snowy,0
12179900,24255811,NWRFC,-121.397766113281,48.6027717590332,1,0,regular,3
12056500,24285534,NWRFC,-123.328720092773,47.5133209228516,1,0,regular,3
14141500,23735991,NWRFC,-122.161605834961,45.4148788452148,1,0,regular,3
12043000,23838568,NWRFC,-124.404052734375,47.9601135253906,0,0,regular,3
12010000,23864404,NWRFC,-123.723686218262,46.3811340332031,0,0,regular,3
12145500,23970215,NWRFC,-121.900535583496,47.5497093200684,1,0,regular,3
12143400,23970313,NWRFC,-121.584281921387,47.4117317199707,1,0,regular,3
14096850,23719315,NWRFC,-121.382148742676,44.9405860900879,1,0,regular,3
12025700,23850773,NWRFC,-122.598983764648,46.775749206543,1,0,regular,3
12381400,24356091,NWRFC,-113.829742431641,47.1928672790527,1,0,snowy,0
13297330,23478663,NWRFC,-114.51692199707,44.2716522216797,1,0,snowy,0
14158500,23773371,NWRFC,-121.997398376465,44.3504486083984,1,0,regular,3
14187000,23785723,NWRFC,-122.631042480469,44.3769073486328,1,0,regular,3
14315950,23894310,NWRFC,-122.430442810059,43.2126693725586,1,0,regular,3
14308500,23901535,NWRFC,-122.919731140137,42.8896484375,1,0,regular,3
14375100,23945295,NWRFC,-123.492530822754,42.1635475158691,1,0,snowy,0
12142000,23970575,NWRFC,-121.712699890137,47.6150894165039,1,0,regular,3
12330000,24310421,NWRFC,-113.228294372559,46.4580421447754,1,0,snowy,0
12095000,23980763,NWRFC,-122.131988525391,47.1290626525879,1,0,regular,3
14236200,24249034,NWRFC,-122.466430664063,46.5950508117676,1,0,regular,3
12054000,24287056,NWRFC,-123.017601013184,47.6828575134277,1,0,regular,3
12201500,24534294,NWRFC,-122.343353271484,48.5403099060059,1,0,regular,3
14308990,23901309,NWRFC,-123.127883911133,42.8227119445801,1,0,regular,3
12205000,23956418,NWRFC,-121.860763549805,48.9026832580566,1,0,regular,3
12043300,24001093,NWRFC,-124.378929138184,48.2465476989746,0,0,regular,3
12208000,23956170,NWRFC,-122.09391784668,48.776294708252,1,0,regular,3
13240000,24177409,NWRFC,-115.989692687988,44.9141960144043,1,0,snowy,0
12060500,24285572,NWRFC,-123.275169372559,47.346996307373,1,0,regular,3
12323670,24293902,NWRFC,-112.887474060059,46.0987243652344,1,0,snowy,0
12155300,24279094,NWRFC,-122.074584960938,47.9323310852051,0,0,regular,3
13083000,23184753,NWRFC,-113.973243713379,42.1703414916992,1,0,snowy,0
14222500,24241689,NWRFC,-122.475372314453,45.834659576416,1,0,regular,3
12390700,22976274,NWRFC,-115.356674194336,47.5879249572754,1,0,snowy,0
14020000,23648622,NWRFC,-118.325073242188,45.7177543640137,1,0,regular,3
12039005,23860867,NWRFC,-123.960060119629,47.2287979125977,0,0,regular,3
12013500,23864616,NWRFC,-123.664360046387,46.6492042541504,0,0,regular,3
14302480,23875839,NWRFC,-123.691337585449,45.4551124572754,0,0,regular,3
14309500,23901147,NWRFC,-123.616157531738,42.8016052246094,1,0,regular,3
12020000,23850487,NWRFC,-123.275535583496,46.621452331543,0,0,regular,3
12035000,23856727,NWRFC,-123.498825073242,47.0091590881348,0,0,regular,3
14013000,23637992,NWRFC,-118.11954498291,46.0107383728027,1,0,regular,3
14046890,23686446,NWRFC,-120.439727783203,44.9101257324219,0,0,snowy,0
12079000,23988204,NWRFC,-122.69945526123,46.853816986084,0,0,regular,3
12048000,23997388,NWRFC,-123.131118774414,48.0158843994141,1,0,regular,3
12175500,24255219,NWRFC,-121.06909942627,48.6666221618652,1,0,regular,3
12332000,24310031,NWRFC,-113.503623962402,46.1753234863281,1,0,snowy,0
12452890,23208194,NWRFC,-120.367263793945,47.7369384765625,1,0,snowy,0
14154500,23759452,NWRFC,-122.872329711914,43.7349510192871,1,0,regular,3
14185900,23786019,NWRFC,-122.436332702637,44.538932800293,1,0,regular,3
14316700,23894572,NWRFC,-122.731979370117,43.3456382751465,1,0,regular,3
14216500,24242219,NWRFC,-122.001777648926,46.0771713256836,1,0,regular,3
14318000,23894004,NWRFC,-123.025146484375,43.2509803771973,1,0,regular,3
12413875,23004793,NWRFC,-115.348419189453,47.0620346069336,1,0,snowy,0
12092000,23980479,NWRFC,-122.034759521484,46.9036293029785,1,0,regular,3
13011500,23123373,NWRFC,-110.518562316895,43.8505020141602,1,0,regular,3
13010065,23123539,NWRFC,-110.673812866211,44.1023902893066,1,0,regular,3
13348000,23459939,NWRFC,-117.173652648926,46.727970123291,1,0,regular,3
14301500,23875925,NWRFC,-123.723533630371,45.4766807556152,0,0,regular,3
14306500,23886298,NWRFC,-123.847267150879,44.392162322998,0,0,regular,3
12210000,23956008,NWRFC,-122.162963867187,48.6768989562988,1,0,regular,3
13239000,24177467,NWRFC,-116.11026763916,44.9008636474609,1,0,snowy,1
14185000,23785793,NWRFC,-122.496025085449,44.3928184509277,1,0,regular,3
12097500,23981161,NWRFC,-121.627304077148,47.1520690917969,1,0,regular,3
12488500,24422913,NWRFC,-121.192741394043,46.9725303649902,1,0,snowy,0
12354000,22937058,NWRFC,-115.139709472656,47.2964096069336,1,0,snowy,0
12456500,23080732,NWRFC,-120.659797668457,47.8375854492188,1,0,snowy,0
14137000,23735819,NWRFC,-122.130477905273,45.3905220031738,1,0,regular,3
14179000,23780701,NWRFC,-122.128051757813,44.7524070739746,1,0,regular,3
12182500,24254981,NWRFC,-121.418106079102,48.5250968933105,1,0,regular,3
14325000,23914567,NWRFC,-124.069366455078,42.890380859375,0,0,regular,3
12141300,23970363,NWRFC,-121.648712158203,47.4856071472168,1,0,regular,3
14216000,24241981,NWRFC,-121.985038757324,46.0605239868164,1,0,regular,3
14308000,23901573,NWRFC,-122.947418212891,42.9300842285156,1,0,regular,3
12082500,24282122,NWRFC,-122.091720581055,46.7515716552734,1,0,regular,3
14020300,23648490,NWRFC,-118.358505249023,45.6888732910156,1,0,regular,3
14178000,23780591,NWRFC,-122.098236083984,44.7066802978516,1,0,regular,3
14182500,23780805,NWRFC,-122.584228515625,44.7901077270508,1,0,regular,3
13313000,23551584,NWRFC,-115.48876953125,44.9364471435547,1,0,snowy,0
12392155,22977134,NWRFC,-116.186470031738,48.1501007080078,1,0,snowy,0
14305500,23880874,NWRFC,-123.886360168457,44.7148551940918,0,0,regular,3
14357500,947100124,NWRFC,-122.870124816895,42.3281021118164,1,0,snowy,1
10396000,24013585,NWRFC,-118.867111206055,42.7872581481934,1,0,snowy,0
13011900,23123209,NWRFC,-110.440353393555,43.8370666503906,1,0,snowy,0
14107000,23663381,NWRFC,-121.244697570801,46.2622604370117,1,0,snowy,0
14226500,23744100,NWRFC,-121.67081451416,46.6161499023438,1,0,regular,3
12451000,23073999,NWRFC,-120.692512512207,48.3301696777344,1,0,snowy,0
13331500,23436993,NWRFC,-117.729545593262,45.6090202331543,1,0,snowy,0
14316455,23894292,NWRFC,-122.511383056641,43.3057632446289,1,0,regular,3
14159200,23773035,NWRFC,-122.21809387207,44.0475654602051,1,0,regular,3
12167000,24274653,NWRFC,-122.038024902344,48.2598609924316,1,0,regular,3
12458000,23081224,NWRFC,-120.721168518066,47.5412139892578,1,0,snowy,0
14400000,23949601,NWRFC,-124.185340881348,42.1266174316406,0,0,snowy,0
12452800,23208058,NWRFC,-120.414070129395,47.8123970031738,1,0,snowy,0
12039500,23844703,NWRFC,-123.899124145508,47.4562225341797,1,0,regular,3
13237920,24164073,NWRFC,-115.986511230469,44.1071166992188,1,0,snowy,0
12447383,24383455,NWRFC,-120.388130187988,48.5762939453125,1,0,snowy,0
12094000,23980639,NWRFC,-122.044715881348,47.0577392578125,1,0,regular,3
12186000,24264875,NWRFC,-121.472785949707,48.1700134277344,1,0,regular,3
12324590,24294294,NWRFC,-112.788307189941,46.5208740234375,1,0,snowy,0
13046995,23141955,NWRFC,-111.143867492676,44.0636901855469,1,0,snowy,0
13217500,23412937,NWRFC,-118.155494689941,43.9026184082031,1,0,snowy,1
14242580,24248524,NWRFC,-122.844123840332,46.3346214294434,1,0,regular,3
13339500,23606608,NWRFC,-116.154350280762,46.3708877563477,1,0,snowy,0
13148500,23266994,NWRFC,-114.000152587891,43.3883209228516,1,0,snowy,1
12411000,24373072,NWRFC,-115.976005554199,47.7046852111816,1,0,snowy,0
13310700,23551284,NWRFC,-115.724502563477,44.9920616149902,1,0,snowy,0
14307620,23889518,NWRFC,-123.875434875488,44.0730972290039,0,0,regular,3
13023000,24432173,NWRFC,-110.963325500488,43.1420516967773,1,0,regular,3
12424000,23017906,NWRFC,-117.451889038086,47.653881072998,1,0,regular,3
14301000,23871899,NWRFC,-123.759086608887,45.7064399719238,0,0,regular,3
13161500,23287111,NWRFC,-115.675338745117,41.9320869445801,1,0,snowy,0
12040500,23844955,NWRFC,-124.316116333008,47.534496307373,1,0,regular,3
13235000,24158523,NWRFC,-115.618896484375,44.0814323425293,1,0,snowy,0
12304500,22900496,NWRFC,-115.95182800293,48.5672645568848,1,0,snowy,0
13139510,23251191,NWRFC,-114.324096679688,43.5207939147949,1,0,snowy,0
12134500,23963021,NWRFC,-121.664649963379,47.8352584838867,1,0,regular,3
12395000,22988591,NWRFC,-116.913291931152,48.2045516967773,1,0,snowy,0
13296500,23478743,NWRFC,-114.728858947754,44.2655029296875,1,0,snowy,0
12370000,24349942,NWRFC,-113.971084594727,48.0393257141113,1,0,snowy,0
12041200,23838194,NWRFC,-124.259750366211,47.7977256774902,1,0,regular,3
13185000,23382201,NWRFC,-115.730316162109,43.6539993286133,1,0,snowy,0
12302055,22893139,NWRFC,-115.3125,48.3543395996094,1,0,snowy,0
13215000,23413305,NWRFC,-118.208190917969,43.5733985900879,1,0,snowy,1
13266000,24184848,NWRFC,-116.771797180176,44.2704772949219,1,0,snowy,0
12359800,22965282,NWRFC,-113.561958312988,47.98095703125,1,0,snowy,0
13186000,23386623,NWRFC,-115.308044433594,43.493824005127,1,0,snowy,0
14033500,23647724,NWRFC,-119.32642364502,45.8984107971191,1,0,snowy,1
13309220,23518785,NWRFC,-115.017517089844,44.7297248840332,1,0,snowy,0
13340600,23630350,NWRFC,-115.618515014648,46.8402099609375,1,0,snowy,0
13338500,23597191,NWRFC,-115.976211547852,46.0866661071777,1,0,snowy,0
12358500,22957049,NWRFC,-114.00944519043,48.4957504272461,1,0,snowy,0
13190500,23386379,NWRFC,-115.474258422852,43.3463859558105,1,0,snowy,1
13337000,23588130,NWRFC,-115.582778930664,46.1553039550781,1,0,snowy,0
13247500,24166566,NWRFC,-116.195411682129,43.9399566650391,1,0,snowy,1
12363000,947010306,NWRFC,-114.196830749512,48.3588562011719,1,0,snowy,1
13032500,24438932,NWRFC,-111.225288391113,43.3555297851562,1,0,snowy,1
13336500,23580627,NWRFC,-115.508163452148,46.0871315002441,1,0,snowy,0
13233300,24143926,NWRFC,-117.212394714355,43.9893264770508,1,0,snowy,1
13037500,24451737,NWRFC,-111.659423828125,43.6134643554688,1,0,snowy,1
10259000,22592131,CNRFC,-116.548934936523,33.7605094909668,0,0,regular,3
11525530,8246406,CNRFC,-122.840347290039,40.7499580383301,1,0,snowy,0
11180900,2803935,CNRFC,-122.040054321289,37.7115135192871,0,0,regular,3
NFW,17115031,CNRFC,-119.560882568359,37.3897514343262,1,0,snowy,0
11120500,17596109,CNRFC,-119.808296203613,34.4638442993164,0,0,regular,3
11284400,17078425,CNRFC,-120.181777954102,37.8417930603027,0,0,regular,3
10258000,22593497,CNRFC,-116.571159362793,33.7992286682129,1,0,snowy,0
MPD,948010105,CNRFC,-122.454521179199,41.4689254760742,1,0,regular,3
11180500,2804369,CNRFC,-122.029441833496,37.5995941162109,0,0,regular,3
11141280,8193647,CNRFC,-120.47412109375,35.2392234802246,0,0,regular,3
11525670,8245912,CNRFC,-122.915031433105,40.6454772949219,1,0,snowy,0
11203580,14930711,CNRFC,-118.657485961914,36.044246673584,1,0,snowy,0
10263500,22684930,CNRFC,-117.838989257812,34.4188079833984,1,0,regular,3
11299600,348419,CNRFC,-120.614608764648,37.9656143188477,0,0,regular,3
11055800,22555756,CNRFC,-117.188507080078,34.144229888916,0,0,regular,3
11098000,22514774,CNRFC,-118.179809570312,34.225830078125,0,0,regular,3
LCB,8060547,CNRFC,-121.052574157715,39.4471206665039,1,0,regular,3
10259200,22592497,CNRFC,-116.391761779785,33.6364326477051,0,0,regular,3
11467200,8271049,CNRFC,-123.070343017578,38.5050201416016,0,0,regular,3
