#
#
# US Geological Survey
# retrieved: 2024-08-07 14:11:58 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/uv
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  alt_va          -- Altitude of Gage/land surface
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#  drain_area_va   -- Drainage area
#
#
# query started 2024-08-07 14:11:58 EDT
#
# there are 195 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	huc_cd	drain_area_va
USGS	16764000	Hilea Gulch Tributary near Honuapo, HI	ST	19.17111944	-155.59665560	U	NAD83	 2940			20010000	1.68
USGS	16770500	Paauau Gulch at Pahala, HI	ST	19.20777778	-155.47708330	5	NAD83	 972			20010000	1.66
USGS	204917156364901	Olowalu C.Res. Loi 9 Outflow (OCR6-CO), Maui, HI	ST-DCH	20.82144444	-156.61361100	1	NAD83	 185			20020000	
USGS	204918156364902	Olowalu C.Res. Loi 3 Inflow (OCR5-CI), Maui, HI	ST-DCH	20.82175000	-156.61363890	1	NAD83	 200			20020000	
USGS	205120156312801	Waikapu Stream near alt 820 ft, Maui, HI	ST	20.85555556	-156.52444440	S	NAD83	 820			20020000	
USGS	205121156321501	Waikapu Stream near alt 1,160 ft, Maui, HI	ST	20.85583333	-156.53750000	R	NAD83	 1160			20020000	
USGS	205125156304801	Waikapu Str, US of left bank taro intake, Maui, HI	ST	20.85687500	-156.51332500	5	NAD83	 560			20020000	
USGS	205126156315501	Waikapu Stream near alt 1,020 ft, Maui, HI	ST	20.85722222	-156.53194440	R	NAD83	 1020			20020000	
USGS	205159156384201	Kauaula Waimana Taro Ditch Outlet(Ka2-CO),Maui, HI	ST-DCH	20.86630556	-156.64511100	1	NAD83	 620			20020000	
USGS	205206156383901	Kauaula Waimana Taro Ditch Intake(Ka1-CI),Maui, HI	ST-DCH	20.86841667	-156.64413890	1	NAD83	 720			20020000	
USGS	205250156324401	Iao Stream near alt 920 ft, Maui, HI	ST	20.88055556	-156.54555560	S	NAD83	 920			20020000	
USGS	205255156322401	Wailuku River near alt 810 ft, Maui, HI	ST	20.88194444	-156.54000000	S	NAD83	 810			20020000	
USGS	205256156321601	Wailuku River near alt 740 ft, Maui, HI	ST	20.88222222	-156.53777780	S	NAD83	 740			20020000	
USGS	205304156314401	Wailuku River near alt 580 ft, Maui, HI	ST	20.88444444	-156.52888890	S	NAD83	 580			20020000	
USGS	205427156313101	South Waiehu Stream near alt 635 ft, Maui, HI	ST	20.90750000	-156.52527780	S	NAD83	 635			20020000	
USGS	205433156311501	South Waiehu Stream near alt 555 ft, Maui, HI	ST	20.90638889	-156.52138890	S	NAD83	 555			20020000	
USGS	205439156303401	S Waiehu Str US of Spreckels Dt intake, Maui, HI	ST	20.91071944	-156.50944170	5	NAD83	 280			20020000	
USGS	205455156302301	Waiehu Stream near alt 190 ft, Maui, HI	ST	20.91527778	-156.50638890	R	NAD83	 190			20020000	
USGS	205548156143901	Diversion Ditch at outlet, nr Honopou Str, Maui,HI	ST-DCH	20.92988889	-156.24413890	S	NAD83				20020000	
USGS	205549156143601	Diversion 1, loi outlet, Honopou Stream, Maui, HI	ST-DCH	20.93036110	-156.24330560	S	NAD83				20020000	
USGS	205549156143602	Diversion 2, loi outlet, Honopou Stream, Maui, HI	ST-DCH	20.93033333	-156.24355560	S	NAD83				20020000	
USGS	205611156324601	Waihee River near alt 590 ft, Maui, HI	ST	20.93638889	-156.54611100	R	NAD83	 590			20020000	
USGS	205625156323401	Waihee River near alt 500 ft, Maui, HI	ST	20.94027778	-156.54277780	R	NAD83	 500			20020000	
USGS	205632156322001	Waihee River near alt 400 ft, Maui, HI	ST	20.94222222	-156.53888890	R	NAD83	 400			20020000	
USGS	205635156313901	Waihee River near alt 260 ft, Maui, HI	ST	20.94305556	-156.52750000	R	NAD83	 260			20020000	
USGS	205644156304401	Waihee River near alt 45 ft, Maui, HI	ST	20.94555556	-156.51222220	R	NAD83	 45			20020000	
USGS	210047156362401	Honokohau Taro Ditch Intake (Ho3-CI), Maui, HI	ST-DCH	21.01297222	-156.60669440	1	NAD83	 65			20020000	
USGS	210052156362201	Honokohau Taro Ditch Outlet (Ho4-CO), Maui, HI	ST-DCH	21.01447222	-156.60619440	1	NAD83	 50			20020000	
USGS	214103157573101	USGS 3 KII DITCH AT KAHUKU, OAHU	ST-DCH	21.68100000	-157.95585560	S	NAD83				20060000	
USGS	214150157580501	USGS 1 PUNAMANO DITCH AT KAHUKU, OAHU	ST-DCH	21.69405556	-157.96530000	S	NAD83				20060000	
